Finess_geo,rs_finess_geo,Finess_plage,rs_finess,type,region_id,region,participation,Depot,score_all_ajust,nb_rep,classement
150780732,CENTRE MEDICO CHIRURGICAL TRONQUIERES,150780732,CENTRE MEDICO-CHIRURGICAL DE TRONQUIERES,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
160000170,CLINIQUE SAINT-JOSEPH - ANGOULEME,160000170,CLINIQUE SAINT-JOSEPH - ANGOULEME,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
160000253,CENTRE HOSPITALIER D'ANGOULEME,160000451,CENTRE HOSPITALIER D'ANGOULEME,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
160000279,CLINIQUE DE COGNAC,160000279,CLINIQUE DE COGNAC,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
160000303,CH HOPITAUX SUD-CHARENTE - BARBEZIEUX,160006037,CH HOPITAUX DU SUD CHARENTE,CH,75,Nouvelle Aquitaine,1- Obligatoire,2- Non,0,0,NR
160000311,CENTRE HOSPITALIER - CONFOLENS,160000485,CENTRE HOSPITALIER DE CONFOLENS,CH,75,Nouvelle Aquitaine,1- Obligatoire,2- Non,0,0,NR
160000337,CENTRE HOSPITALIER DE RUFFEC,160000493,CENTRE HOSPITALIER DE RUFFEC,CH,75,Nouvelle Aquitaine,2- Facultatif,1- Oui,0,0,DI
160013207,CENTRE CLINICAL SA,160013207,CENTRE CLINICAL SA,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
160015368,CHI DU PAYS DE COGNAC,160014411,CTRE HOSP INTERCOMM DU PAYS DE COGNAC,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
170000038,CENTRE HOSPITALIER JONZAC,170780050,CENTRE HOSPITALIER DE JONZAC,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
170000087,HOPITAL SAINT-LOUIS - LA ROCHELLE,170024194,CH GROUPE HOSPITALIER DE LA ROCHELLE-RE-AUNIS,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,72.1,115,C
170000095,CENTRE HOSPITALIER ST-JEAN D'ANGELY,170780167,CH DE SAINT-JEAN D'ANGELY,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
170000103,CTRE HOSP. DE SAINTONGE - SAINTES,170780175,CTRE HOSP. DE SAINTONGE - SAINTES,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
170000129,CENTRE HOSPITALIER ROYAN,170780191,CENTRE HOSPITALIER DE ROYAN,CH,75,Nouvelle Aquitaine,1- Obligatoire,2- Non,0,0,NR
170000152,CENTRE HOSPITALIER ROCHEFORT,170780225,CENTRE HOSPITALIER ROCHEFORT,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,72.49,204,C
170780563,ETAB. DE SOINS PASTEUR - ROYAN,170780563,ETAB. DE SOINS PASTEUR - ROYAN,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,75.33,141,B
170780613,CLINIQUE DU MAIL - LA ROCHELLE,170780613,CLINIQUE DU MAIL - LA ROCHELLE,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,74.44,166,B
170780621,POLYCLINIQUE SAINT GEORGES,170780621,POLYCLINIQUE SAINT GEORGES,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,2- Non,0,0,NR
170780647,CLINIQUE RICHELIEU - SAINTES,170780647,CLINIQUE RICHELIEU - SAINTES,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
170780662,CAPIO CLINIQUE DE L'ATLANTIQUE,170780662,CAPIO CLINIQUE DE L'ATLANTIQUE,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,78.07,55,A
180000010,CH BOURGES - JACQUES COEUR,180000028,CH JACQUES COEUR DE BOURGES,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
180000200,CH DE VIERZON,180000051,CH DE VIERZON,CH,24,Centre-Val de Loire,1- Obligatoire,2- Non,0,0,NR
180000283,CH SAINT AMAND-MONTROND,180000069,CH DE SAINT AMAND-MONTROND,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
180000358,CLINIQUE DES GRAINETIERES,180000358,CLINIQUE DES GRAINETIERES,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
180004145,HOPITAL PRIVE GUILLAUME DE VARYE,180004145,HOPITAL PRIVE GUILLAUME DE VARYE,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
190000018,CENTRE HOSPITALIER DUBOIS BRIVE,190000042,CENTRE HOSPITALIER DUBOIS BRIVE,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
190000026,CENTRE HOSPITALIER COEUR DE CORREZE,190000059,CENTRE HOSPITALIER COEUR DE CORREZE,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
190000034,HOPITAL LOCAL DE BORT LES ORGUES,190000067,HOPITAL LOCAL DE BORT-LES-ORGUES,CH,75,Nouvelle Aquitaine,2- Facultatif,1- Oui,0,0,DI
190000091,CENTRE HOSPITALIER D'USSEL,190000075,CENTRE HOSPITALIER D'USSEL,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
190000224,CLINIQUE LES CEDRES BRIVE,190000224,CLINIQUE LES CEDRES BRIVE,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,73.86,98,C
190000257,CLINIQUE SAINT-GERMAIN BRIVE,190000257,CLINIQUE SAINT-GERMAIN BRIVE,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
210011847,POLYCLINIQUE DU PARC DREVON,210011847,POLYCLINIQUE DU PARC DREVON,Privé lucratif,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,0,0,DI
210780110,CLINIQUE SAINTE MARTHE DIJON,210780110,CLINIQUE SAINTE MARTHE DIJON,Privé lucratif,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,68.67,116,D
210780136,CLINIQUE MEDICO CHIRURGICALE CHENOVE,210780136,CLINIQUE MEDICO CHIRURGICALE CHENOVE,Privé lucratif,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,71.15,96,C
210780789,CLINIQUE MUTUALISTE BÉNIGNE JOLY,210780789,CLINIQUE MUTUALISTE BENIGNE-JOLY A TALANT,Privé lucratif,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,0,0,DI
210780979,CLINIQUE FONTAINE LES DIJON,210780979,CLINIQUE FONTAINE-LES-DIJON,Privé lucratif,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,74.97,158,B
210987558,HÔPITAL LE BOCAGE CHU DIJON,210780581,CENTRE HOSPITALIER UNIVERSITAIRE DE DIJON,CHU,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,70.01,347,D
210987657,HOSPICES CIVILS DE BEAUNE,210012175,HOSPICES CIVILS DE BEAUENE,CH,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,0,0,DI
210987665,CH HCO SITE DE CHATILLON SUR SEINE,210012142,CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR,CH,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,0,0,DI
210987673,CH HCO SITE DE MONTBARD,210012142,CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR,CH,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,0,0,DI
210987699,CENTRE HOSPITALIER ROBERT MORLEVAT,210780706,CENTRE HOSPITALIER ROBERT MORLEVAT SEMUR EN AUXOIS,CH,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,75.47,31,B
210987731,CLCC GEORGES-FRANCOIS LECLERC,210987731,CENTRE DE LUTTE CONTRE LE CANCER GEORGES-FRANCOIS LECLERC,CLCC,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,0,0,DI
220000012,CENTRE HOSPITALIER YVES LE FOLL,220000020,CENTRE HOSPITALIER DE SAINT BRIEUC,CH,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
220000095,CTRE HOSPITALIER DINAN,220000046,CENTRE HOSPITALIER DINAN,CH,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
220000111,POLYCLINIQUE DU TREGOR,220000111,POLYCLINIQUE DU TREGOR,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,78.06,41,A
220000343,CENTRE HOSPITALIER GUINGAMP,220000079,CENTRE HOSPITALIER GUINGAMP,CH,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
220000368,CENTRE HOSPITALIER LANNION,220000103,CENTRE HOSPITALIER GENERAL - LANNION,CH,53,Bretagne,1- Obligatoire,1- Oui,73.03,60,C
220000541,CENTRE HOSPITALIER PAIMPOL,220000152,CENTRE HOSPITALIER GENERAL DE PAIMPOL,CH,53,Bretagne,1- Obligatoire,1- Oui,82.07,30,A
220005599,POLYCLINIQUE DU PAYS DE RANCE,220005599,POLYCLINIQUE DU PAYS DE RANCE,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
220022800,HOPITAL PRIVÉ DES COTES D'ARMOR,220022800,HOPITAL PRIVE DES COTES D'ARMOR,Privé lucratif,53,Bretagne,2- Facultatif,1- Oui,75.56,121,B
230000820,CENTRE HOSPITALIER GUERET,230780041,CENTRE HOSPITALIER DE GUERET,CH,75,Nouvelle Aquitaine,1- Obligatoire,2- Non,0,0,NR
230780082,CENTRE MEDICAL NATIONAL SAINTE FEYRE,230780082,CENTRE MEDICAL NATIONAL ALFRED LEUNE - MGEN,EBNL,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
230780157,CLINIQUE DE LA MARCHE GUERET,230780157,CLINIQUE DE LA MARCHE GUERET,Privé lucratif,75,Nouvelle Aquitaine,2- Facultatif,1- Oui,0,0,DI
240000190,POLYCLINIQUE FRANCHEVILLE,240000190,SOCIETE ANONYME POLYCLINIQUE FRANCHEVILLE,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
240000208,CLINIQUE PASTEUR,240000208,CLINIQUE PASTEUR,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
240000216,CLINIQUE DU PARC,240000216,SA CLINIQUE DU PARC,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,2- Non,0,0,NR
240000372,C.H DE BERGERAC,240000059,CENTRE HOSPITALIER SAMUEL POZZI,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
240000489,CENTRE HOSPITALIER DE PERIGUEUX,240000117,CENTRE HOSPITALIER DE PERIGUEUX,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
240000687,CENTRE HOSPITALIER SARLAT,240000448,CENTRE HOSPITALIER JEAN LECLAIRE,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
250000114,CH BOULLOCHE HNFC MONTBELIARD,900000365,HOPITAL NORD FRANCHE COMTE,CH,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,72.18,38,C
250000270,CAPIO CLINIQUE SAINT VINCENT BESANCON,250000270,CAPIO CLINIQUE SAINT VINCENT BESANCON,Privé lucratif,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,77.07,234,B
250000700,CHI HC SITE RIVES DU DOUBS PONTARLIER,250000452,CHI HAUTE COMTE,CH,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,72.15,159,C
250004009,LE MITTAN ANNEXE DU HNFC,900000365,HOPITAL NORD FRANCHE COMTE,CH,27,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,0,0,DI
250006954,CHRU JEAN MINJOZ,250000015,CHRU BESANCON,CHU,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,71.28,57,C
250011848,HOSPITALIA MUTUALITE PFC,250011848,HOSPITALIA MUTUALITE POLYCLINIQUE DE FRANCHE COMTE,Privé non lucratif,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,75.93,63,B
260000013,CH DE VALENCE,260000021,CH DE VALENCE,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,71.5,312,C
260000120,HOPITAUX DROME NORD - ROMANS-SUR-ISERE,260016910,HOPITAUX DROME NORD,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
260000138,CH DE MONTELIMAR,260000047,CH DE MONTELIMAR,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,2- Non,0,0,NR
260000146,CENTRE HOSPITALIER DE CREST,260000054,CENTRE HOSPITALIER DE CREST,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
260000195,CLINIQUE PNEUMOLOGIE LES RIEUX,260000195,CLINIQUE PNEUMOLOGIE LES RIEUX,EBNL,84,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,0,0,DI
260000203,HOPITAUX DROME NORD - SAINT-VALLIER,260016910,HOPITAUX DROME NORD,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
260000260,CLINIQUE LA PARISIÈRE,260000260,CLINIQUE LA PARISIERE,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
260000286,CENTRE HOSPITALIER DIE,260000104,CENTRE HOSPITALIER DE DIE,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
260003017,CLINIQUE KENNEDY,260003017,CLINIQUE KENNEDY,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,75.64,77,B
260006267,CLINIQUE GÉNÉRALE VALENCE,260006267,CLINIQUE GENERALE VALENCE,Privé lucratif,84,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,0,0,DI
270000045,CH BERNAY,270000060,CENTRE HOSPITALIER DE BERNAY,CH,28,Normandie,1- Obligatoire,1- Oui,0,0,DI
270000326,CLINIQUE CHIRURGICALE PASTEUR EVREUX,270000326,CLINIQUE CHIRURGICALE PASTEUR EVREUX,Privé lucratif,28,Normandie,1- Obligatoire,1- Oui,0,0,DI
270000359,CH EVREUX CH EURE-SEINE,270023724,CENTRE HOSPITALIER EURE-SEINE,CH,28,Normandie,1- Obligatoire,1- Oui,0,0,DI
270000367,CH GISORS,270000086,POLE SANITAIRE DU VEXIN CH GISORS,CH,28,Normandie,1- Obligatoire,1- Oui,0,0,DI
270000391,CH LOUVIERS CHI ELBEUF,760024042,CHI ELBEUF-LOUVIERS VAL DE REUIL,CH,28,Normandie,2- Facultatif,1- Oui,0,0,DI
270000425,CH PONT-AUDEMER,270000102,CENTRE HOSPITALIER DE PONT-AUDEMER,CH,28,Normandie,1- Obligatoire,1- Oui,0,0,DI
270000441,CH VERNEUIL-SUR-AVRE,270000110,CENTRE HOSPITALIER DE VERNEUIL-SUR-AVRE,CH,28,Normandie,1- Obligatoire,1- Oui,0,0,DI
270000458,CH VERNON CH EURE-SEINE,270023724,CENTRE HOSPITALIER EURE-SEINE,CH,28,Normandie,1- Obligatoire,1- Oui,0,0,DI
270000862,CLINIQUE BERGOUIGNAN,270000862,CLINIQUE BERGOUIGNAN,Privé lucratif,28,Normandie,1- Obligatoire,1- Oui,74.52,40,B
280000084,CH DREUX,280000183,CENTRE HOSPITALIER DE DREUX,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,68.8,62,D
280000100,CH DE LA LOUPE,280000225,CH DE LA LOUPE,CH,24,Centre-Val de Loire,2- Facultatif,1- Oui,0,0,DI
280000159,CLINIQUE NOTRE DAME DU BON SECOURS,280000159,CLINIQUE NOTRE DAME DU BON SECOURS,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
280000449,CLINIQUE CARDIOLOGIQUE MAISON BLANCHE,280000449,CLINIQUE CARDIOLOGIQUE MAISON BLANCHE,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
280000662,CH CHATEAUDUN,280500075,CENTRE HOSPITALIER DE CHATEAUDUN,CH,24,Centre-Val de Loire,1- Obligatoire,2- Non,0,0,NR
280502998,CH NOGENT LE ROTROU - NOUVEL HÔPITAL,280000589,CH DE NOGENT LE ROTROU,CH,24,Centre-Val de Loire,1- Obligatoire,2- Non,0,0,NR
280504267,CH CHARTRES LOUIS PASTEUR-LE COUDRAY,280000134,CH DE CHARTRES,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,68,90,D
280505777,NOUVELLE CLINIQUE SAINT FRANÇOIS,280505777,NOUVELLE CLINIQUE SAINT FRANCOIS,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
290000025,CHIC QUIMPER,290020700,CENTRE HOSPITALIER INTERCOMMUNAL DE CORNOUAILLE,CH,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
290000033,C.H. DES PAYS DE MORLAIX,290021542,CENTRE HOSPITALIER DES PAYS DE MORLAIX,CH,53,Bretagne,1- Obligatoire,1- Oui,73.47,36,C
290000058,CHRU BREST SITE HOPITAL MORVAN,290000017,CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE BREST,CHU,53,Bretagne,1- Obligatoire,2- Non,0,0,NR
290000066,CHIC SITE DE CONCARNEAU,290020700,CENTRE HOSPITALIER INTERCOMMUNAL DE CORNOUAILLE,CH,53,Bretagne,1- Obligatoire,2- Non,0,0,NR
290000140,CLINIQUE PASTEUR LANROZE,290000140,CLINIQUE PASTEUR LANROZE,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,74,38,B
290000173,CH FERDINAND GRALL LANDERNEAU,290000041,CENTRE HOSPITALIER FERDINAND GRALL LANDERNEAU,CH,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
290000181,CENTRE HOSPITALIER DOUARNENEZ,290000074,CENTRE HOSPITALIER DE DOUARNENEZ,CH,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
290000207,CLINIQUE ST MICHEL ET STE ANNE,290000207,CLINIQUE SAINT-MICHEL ET SAINTE-ANNE,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,76.2,37,B
290000215,POLYCLINIQUE QUIMPER SUD,290000215,POLYCLINIQUE QUIMPER SUD,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,76.02,65,B
290000256,CHRU BREST SITE HOPITAL DE CARHAIX,290000017,CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE BREST,CHU,53,Bretagne,1- Obligatoire,2- Non,0,0,NR
290000728,HOPITAL INSTRUCTION DES ARMEES,290000728,HOPITAL INSTRUCTION DES ARMEES,CH,12,SSA,1- Obligatoire,1- Oui,0,0,DI
290000785,ETABLISSEMENT DE SOINS HOTEL DIEU,290000785,HOPITAL PRIVE HOTEL-DIEU LES AUGUSTINES DE PONT-L'ABBE,EBNL,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
290000934,C.H DE QUIMPERLE SITE LA VILLENEUVE,290000306,CENTRE HOSPITALIER DE SECTEUR DE QUIMPERLE,CH,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
290004142,CLINIQUE DU GRAND LARGE,290004142,CLINIQUE DU GRAND LARGE,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,75.34,46,B
290004324,CHRU BREST SITE HOPITAL CAVALE BLANCHE,290000017,CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE BREST,CHU,53,Bretagne,1- Obligatoire,2- Non,0,0,NR
290019777,POLYCLINIQUE DE KERAUDREN,290019777,POLYCLINIQUE DE KERAUDREN,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,71.73,107,C
290023431,CTRE MEDICO-CHIR. BAIE MORLAIX,290023431,CENTRE MEDICO-CHIRURGICAL DE LA BAIE DE MORLAIX,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
2A0000022,CH ND LA MISERICORDE,2A0000014,CENTRE HOSPITALIER GENERAL N D MISERICORDE AJACCIO,CH,94,Corse,1- Obligatoire,1- Oui,0,0,DI
2A0000139,CLINISUD,2A0000139,CLINISUD,Privé lucratif,94,Corse,1- Obligatoire,1- Oui,0,0,DI
2A0000154,CLINIQUE DU SUD DE LA CORSE,2A0000154,CLINIQUE CHIRURGICALE DU SUD DE LA CORSE,Privé lucratif,94,Corse,1- Obligatoire,2- Non,0,0,NR
2B0000012,CENTRE HOSPITALIER DE BASTIA,2B0000020,CENTRE HOSPITALIER - FALCONAJA - BASTIA,CH,94,Corse,1- Obligatoire,1- Oui,0,0,DI
2B0000392,POLYCLINIQUE DE FURIANI,2B0000392,POLYCLINIQUE DE FURIANI,Privé lucratif,94,Corse,1- Obligatoire,1- Oui,0,0,DI
300000023,CH ALES CEVENNES,300780046,CENTRE HOSPITALIER ALES CEVENNES,CH,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
300000031,CH LOUIS PASTEUR,300780053,CENTRE HOSPITALIER LOUIS PASTEUR BAGNOLS SUR CEZE,CH,76,Occitanie,1- Obligatoire,1- Oui,70.24,59,D
300017209,KENVAL INSTITUT DE CANCEROLOGIE,300017209,KENVAL INSTITUT DE CANCEROLOGIE,Privé lucratif,76,Occitanie,2- Facultatif,1- Oui,0,0,DI
300780137,NOUVELLE CLINIQUE BONNEFON,300780137,NOUVELLE CLINIQUE BONNEFON,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,72.92,68,C
300780152,NOUVEL HOPITAL PRIVE LES FRANCISCAINES,300780152,NOUVEL HOPITAL PRIVE LES FRANCISCAINES,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,72.41,257,C
300780285,CLINIQUE VALDEGOUR,300780285,CLINIQUE VALDEGOUR,Privé lucratif,76,Occitanie,2- Facultatif,1- Oui,0,0,DI
300781465,POLYCLINIQUE KENNEDY,300781465,POLYCLINIQUE KENNEDY,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
300782117,CHU NIMES CAREMEAU,300780038,CENTRE HOSPITALIER UNIVERSITAIRE DE NIMES,CHU,76,Occitanie,1- Obligatoire,1- Oui,75.67,117,B
300788502,POLYCLINIQUE GRAND SUD,300788502,POLYCLINIQUE GRAND SUD,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,72.88,132,C
310000310,CENTRE HOSPITALIER COMMINGES PYRENEES,310780671,CENTRE HOSPITALIER COMMINGES PYRENEES,CH,76,Occitanie,1- Obligatoire,2- Non,0,0,NR
310009279,CENTRE HOSPITALIER COMMINGES PYRENEES,310780671,CENTRE HOSPITALIER COMMINGES PYRENEES,CH,76,Occitanie,1- Obligatoire,2- Non,0,0,NR
310016977,HOPITAUX MERE & ENFANTS CHU TLSE,310781406,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE,CHU,76,Occitanie,1- Obligatoire,1- Oui,70.52,357,D
310019351,HOPITAL LARREY CHU TOULOUSE,310781406,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE,CHU,76,Occitanie,1- Obligatoire,1- Oui,76.19,105,B
310022298,HOPITAL GARONNE,310781406,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE,CHU,76,Occitanie,2- Facultatif,1- Oui,0,0,DI
310025333,CHU ONCOPOLE,310781406,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE,CHU,76,Occitanie,1- Obligatoire,1- Oui,80.27,36,A
310026083,CLINIQUE SAINT-CYPRIEN RIVE GAUCHE,310026083,CLINIQUE SAINT-CYPRIEN RIVE GAUCHE,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,70.42,199,D
310780101,CLINIQUE SAINT JEAN LANGUEDOC,310780101,CLINIQUE SAINT JEAN LANGUEDOC,Privé lucratif,76,Occitanie,1- Obligatoire,2- Non,0,0,NR
310780150,CLINIQUE MEDIPOLE GARONNE,310780150,CLINIQUE MEDIPOLE GARONNE,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,78.93,213,A
310780259,CLINIQUE PASTEUR,310780259,CLINIQUE PASTEUR,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,74.6,300,B
310780283,CLINIQUE DE L'UNION,310780283,CLINIQUE DE L'UNION,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,73.78,411,C
310780309,POLYCLINIQUE DU PARC,310780309,POLYCLINIQUE DU PARC,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,70.21,55,D
310780382,CLINIQUE AMBROISE PARE,310780382,CLINIQUE AMBROISE PARE,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,69.5,91,D
310781000,CLINIQUE DES CEDRES,310781000,CLINIQUE DES CEDRES,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,71.72,359,C
310781067,HOPITAL JOSEPH DUCUING,310781067,HOPITAL JOSEPH DUCUING,EBNL,76,Occitanie,1- Obligatoire,1- Oui,74.54,242,B
310781505,CLINIQUE D'OCCITANIE,310781505,S.A. CLINIQUE D'OCCITANIE,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,73.41,41,C
310782016,CLINIQUE NEPHRO SAINT EXUPERY,310782016,CLINIQUE NEPHROLOGIQUE SAINT EXUPERY,Privé lucratif,76,Occitanie,2- Facultatif,1- Oui,0,0,DI
310782347,INSTITUT CLAUDIUS REGAUD,310782347,INSTITUT CLAUDIUS REGAUD,CLCC,76,Occitanie,1- Obligatoire,1- Oui,80.08,113,A
310783048,HOPITAL DE PURPAN CHU TOULOUSE,310781406,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE,CHU,76,Occitanie,1- Obligatoire,1- Oui,74.11,428,B
310783055,HOPITAL DE RANGUEIL CHU TOULOUSE,310781406,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE,CHU,76,Occitanie,1- Obligatoire,1- Oui,71.54,329,C
310786389,CLINIQUE DES PYRENEES,310786389,SARL CLINIQUE DES PYRENEES,Privé lucratif,76,Occitanie,2- Facultatif,1- Oui,0,0,DI
320000086,CENTRE HOSPITALIER D'AUCH,320780117,CENTRE HOSPITALIER D'AUCH,CH,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
320780067,POLYCLINIQUE DE GASCOGNE,320780067,POLYCLINIQUE DE GASCOGNE,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
330000217,MAISON DE SANTE MARIE GALENE,330000217,MAISON DE SANTE MARIE GALENE ASSOC DES DAMES DU CALVAIRE,EBNL,75,Nouvelle Aquitaine,2- Facultatif,1- Oui,0,0,DI
330000332,HOPITAL SUBURBAIN DU BOUSCAT,330000332,HOPITAL SUBURBAIN DU BOUSCAT,EBNL,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330000340,M.S.P.BX. BAGATELLE,330000340,MAISON DE SANTE PROTESTANTE DE BORDEAUX BAGATELLE,EBNL,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330000555,CENTRE HOSPITALIER D'ARCACHON,330781204,CENTRE HOSPITALIER D'ARCACHON,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,73.07,146,C
330000571,CH DE LA HAUTE GIRONDE,330781220,CENTRE HOSPITALIER DE LA HAUTE GIRONDE,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
